"gene_name","log2FoldChange","padj","Significance"
"GPM6A",-4.4361537308934,2.57884504051428e-62,"Downregulated"
"CENPE",2.652219084836,2.79145786805928e-62,"Upregulated"
"NLRC4",-2.06883828104457,2.89403896294391e-62,"Downregulated"
"KIF23",2.57381159551783,3.24317824502288e-62,"Upregulated"
"TFF1",8.1148881521807,3.32987890918029e-62,"Upregulated"
"PVT1",2.9998637680287,3.52996541875682e-62,"Upregulated"
"LHFPL6",-1.7150798776878,4.25015297767758e-62,"Downregulated"
"TONSL",2.11162417947621,6.30431109789829e-62,"Upregulated"
"DNAJC12",4.25971654126962,6.99359546344541e-62,"Upregulated"
"AGMAT",2.59306617911207,9.41642247397652e-62,"Upregulated"
"LINC00656",-3.52143055460205,1.29206604358152e-61,"Downregulated"
"NLN",1.39857834848994,1.35979940887219e-61,"Upregulated"
"AP001189.3",-2.5125626000232,2.22900255214736e-61,"Downregulated"
"MCEMP1",-4.0384969709872,2.71424866994427e-61,"Downregulated"
"THBD",-2.44753621896482,2.75170834190878e-61,"Downregulated"
"GPIHBP1",-3.71083223669514,2.90313224316989e-61,"Downregulated"
"GALNT14",3.66265487569521,2.98846232817859e-61,"Upregulated"
"PODXL2",3.23895545993336,4.08240886437691e-61,"Upregulated"
"KLF6",-1.79445610761446,5.45992972060938e-61,"Downregulated"
"CMTM2",-2.31447072662214,7.459225969564e-61,"Downregulated"
"RHBDL1",3.18880359119547,8.48150003419103e-61,"Upregulated"
"TENT5B",-2.80969693046754,1.08459251972373e-60,"Downregulated"
"PHKA1",1.6395422847907,1.09116315518261e-60,"Upregulated"
"F8",-1.81590268223589,1.22237529727821e-60,"Downregulated"
"MAST1",3.26173431613286,1.74642165854946e-60,"Upregulated"
"PELATON",-2.53961890209148,2.35794546353881e-60,"Downregulated"
"BBOX1-AS1",5.580783579451,2.54097587089324e-60,"Upregulated"
"KCNN4",3.22893513293066,2.55323701061213e-60,"Upregulated"
"CGNL1",-2.22368866988466,2.55323701061213e-60,"Downregulated"
"RHBG",4.63088026710839,2.55549646676648e-60,"Upregulated"
"MYO7A",1.97729632545603,2.72165613907751e-60,"Upregulated"
"KAT2A",1.69121880145035,2.97304053970702e-60,"Upregulated"
"SLC25A10",2.26878181518155,3.12080433693461e-60,"Upregulated"
"TCN1",6.71496864929069,3.37310114359345e-60,"Upregulated"
"AC125807.2",-2.15716249646855,3.55379830965096e-60,"Downregulated"
"CCNF",1.88190007456278,3.69645830448531e-60,"Upregulated"
"SPRYD7",-1.28575318568248,3.97899854328432e-60,"Downregulated"
"AOC1",4.97070396983356,4.53138742064427e-60,"Upregulated"
"LTBP4",-2.23121387908836,4.92583075372418e-60,"Downregulated"
"FANCA",1.95827526760092,5.24696578135938e-60,"Upregulated"
"CDCA7",2.91296916559937,5.29607284647911e-60,"Upregulated"
"AKR1B10",7.35193698470314,5.35834580733915e-60,"Upregulated"
"LINC00857",2.26348021416439,6.41186815631071e-60,"Upregulated"
"DLL3",6.79204645495117,6.81999630762632e-60,"Upregulated"
"COLEC10",-3.10467795348305,9.17322228644761e-60,"Downregulated"
"CDKN3",2.8780325384025,1.00374791383487e-59,"Upregulated"
"SLC35F2",1.86200122732274,1.07872592292876e-59,"Upregulated"
"SIRPB1",-2.78884323980009,1.09699195756578e-59,"Downregulated"
"P2RY6",2.98235047524607,1.26099940856569e-59,"Upregulated"
"PPM1F",-1.27799424742636,1.30795311450035e-59,"Downregulated"
"JCAD",-2.09912132625565,1.54996260055829e-59,"Downregulated"
"DGCR5",3.2720778283926,1.57044164292546e-59,"Upregulated"
"ECT2",2.16579173342782,1.66809424481332e-59,"Upregulated"
"MAD2L1",2.57957355030597,1.76572636657408e-59,"Upregulated"
"RCAN1",-1.81444163630668,2.08544453941386e-59,"Downregulated"
"RNU6-529P",-2.07182170601585,2.1873922612395e-59,"Downregulated"
"TNFRSF21",1.95436651742812,2.3404026282195e-59,"Upregulated"
"MIR3945HG",-3.37319589065819,2.42730770000799e-59,"Downregulated"
"SCN4B",-2.82031419229739,2.6207939494107e-59,"Downregulated"
"AC104211.1",-2.94358381792666,2.74951575961836e-59,"Downregulated"
"C1QTNF6",2.27902514712669,2.84037038623658e-59,"Upregulated"
"GSTM5",-2.46326227495827,3.24400686765617e-59,"Downregulated"
"AL365181.2",5.34558599017732,3.3674158996697e-59,"Upregulated"
"MYADM",-1.9887430205749,3.43787984550076e-59,"Downregulated"
"AC133785.1",6.71729297455928,3.73463093255506e-59,"Upregulated"
"PEAK1",-1.63825284346608,4.42686583164306e-59,"Downregulated"
"BTNL9",-3.42772348589433,4.67382146730858e-59,"Downregulated"
"TIE1",-1.98182083528281,5.32682571914692e-59,"Downregulated"
"LYPD1",3.52761699958592,7.78896313737416e-59,"Upregulated"
"HBA1",-4.37217930158942,8.46134538359693e-59,"Downregulated"
"ADGRF4",4.47863995241421,8.93510626779665e-59,"Upregulated"
"NOTCH4",-1.83751425510508,1.15741380620055e-58,"Downregulated"
"AL355835.1",-2.54928337817752,1.41055122727598e-58,"Downregulated"
"PROM2",2.60406431492323,1.50562314520711e-58,"Upregulated"
"SEMA6A",-2.54447260372778,1.53164227198307e-58,"Downregulated"
"EFNA2",5.95234936351598,1.77453454410239e-58,"Upregulated"
"NXPH3",-2.43146509242314,1.80794454174132e-58,"Downregulated"
"LDLR",-2.12734550086013,2.10432070006906e-58,"Downregulated"
"SHCBP1",2.28112337735442,3.12742093055757e-58,"Upregulated"
"DNAJC22",3.44897686812217,3.13238979807529e-58,"Upregulated"
"WFDC3",3.92756612064378,3.38071992330642e-58,"Upregulated"
"AC145343.1",3.02710194562882,3.45015971763534e-58,"Upregulated"
"TMEM63C",4.01591425063927,3.50417592736624e-58,"Upregulated"
"DDX11-AS1",2.46572101856078,3.50417592736624e-58,"Upregulated"
"TSACC",3.0909095529409,4.24058034174585e-58,"Upregulated"
"CILP2",3.48392908177453,6.31117167673786e-58,"Upregulated"
"RAI2",-2.1427866689846,6.50165971864883e-58,"Downregulated"
"GPX2",5.94577823215352,7.55742593168279e-58,"Upregulated"
"BLM",2.14125723355048,7.92846414053905e-58,"Upregulated"
"SESN1",-1.61826731805304,8.9976141790504e-58,"Downregulated"
"TERT",5.50053096443214,9.26748920244484e-58,"Upregulated"
"STYK1",2.59615307747068,9.41900254136088e-58,"Upregulated"
"TMEM182",1.53926332959039,1.1140756554248e-57,"Upregulated"
"WFS1",-1.75428310814685,1.13437533322262e-57,"Downregulated"
"BMPR2",-1.33018666956232,1.29414366713453e-57,"Downregulated"
"SNRK",-1.16967611189333,1.4219793359122e-57,"Downregulated"
"ONECUT2",4.9484434093158,1.67398911019769e-57,"Upregulated"
"CARD14",3.44274790239001,1.70801833715824e-57,"Upregulated"
"C1orf131",1.00854850294345,1.73689968017745e-57,"Upregulated"
"AL365181.3",4.42151917950621,2.05368336238904e-57,"Upregulated"
"ARSH",5.47720599798078,2.12444638097998e-57,"Upregulated"
"BMP8A",2.76068688446092,2.75694923272215e-57,"Upregulated"
"LINC01703",2.49560194230541,2.86849218590647e-57,"Upregulated"
"AC135012.3",-4.09291472714807,3.08808653352672e-57,"Downregulated"
"ABCC3",2.52145624322205,4.48809168166247e-57,"Upregulated"
"LINC01082",-3.90311121971939,5.02224419190999e-57,"Downregulated"
"AL031985.3",1.82144041688642,6.84560799526129e-57,"Upregulated"
"NCKAP5",-3.52086562751448,6.85579474306216e-57,"Downregulated"
"CD300LG",-4.97882874596854,7.51601329237786e-57,"Downregulated"
"ADAMTS14",2.66267293446766,9.4972817630855e-57,"Upregulated"
"AC009093.3",-4.15706796881799,9.4972817630855e-57,"Downregulated"
"KNOP1",1.11525378881606,9.67932319569543e-57,"Upregulated"
"FHL5",-2.76527599427403,1.04255116813855e-56,"Downregulated"
"TRAIP",1.80341601435841,1.21191820235349e-56,"Upregulated"
"VSIR",-1.60844667965732,1.26359115848897e-56,"Downregulated"
"SPN",-2.2851606963909,1.32531581799639e-56,"Downregulated"
"TACC1",-1.82825841548733,1.87390795259152e-56,"Downregulated"
"ALAS2",-4.05997300561356,2.09468047723529e-56,"Downregulated"
"SYNM",-1.82641485575132,2.25921351155965e-56,"Downregulated"
"PLXNB3",3.35973669349024,2.30605487254598e-56,"Upregulated"
"BCL6B",-1.77490938561556,2.4315216294952e-56,"Downregulated"
"FAM136A",1.17023103967757,3.57062873973668e-56,"Upregulated"
"AC021016.1",-1.59894528746886,6.6453693767967e-56,"Downregulated"
"TRPV2",-1.88337039893261,9.36801466788181e-56,"Downregulated"
"JDP2",-1.47532511822202,1.01012112555029e-55,"Downregulated"
"CDK1",2.4472841243446,1.46910020492524e-55,"Upregulated"
"HPS5",-1.12353637150649,1.51159902789844e-55,"Downregulated"
"FRMD3",-2.4076794908621,1.95962597582624e-55,"Downregulated"
"CLDN10-AS1",6.61845731333333,2.12743721055896e-55,"Upregulated"
"CCDC150",2.62553984894005,2.27226083696783e-55,"Upregulated"
"WNT3A",-4.11378210178362,2.70578808413526e-55,"Downregulated"
"KHDC4",1.48009620304333,3.20208695920595e-55,"Upregulated"
"CPNE7",3.2381808434291,3.57192395180704e-55,"Upregulated"
"AC009262.1",6.62602101104692,3.57192395180704e-55,"Upregulated"
"E2F2",2.33642486491395,4.05691888158016e-55,"Upregulated"
"LGSN",4.55912808411566,4.19538360669591e-55,"Upregulated"
"SOX4",1.65624361923675,5.55585468514125e-55,"Upregulated"
"AC022613.2",-1.54950398050337,6.65992280077384e-55,"Downregulated"
"TGFBR3",-2.55761003358039,7.31004811838629e-55,"Downregulated"
"ERO1A",2.06212422515607,7.31470000296696e-55,"Upregulated"
"DDX12P",2.40165232038555,7.4768149397721e-55,"Upregulated"
"VWF",-2.32289414684345,7.75224939564901e-55,"Downregulated"
"TBX15",3.73338826950352,8.41752674714261e-55,"Upregulated"
"PTTG1",2.32812815531443,9.90097743943859e-55,"Upregulated"
"FAM189A2",-2.85329764746631,1.07579461052981e-54,"Downregulated"
"CD5L",-4.04957059254026,1.19834111589783e-54,"Downregulated"
"C1orf74",1.26676278618834,1.19834111589783e-54,"Upregulated"
"LINC02864",6.6920403357723,1.20261513733585e-54,"Upregulated"
"CA4",-4.3610876496209,1.48488006137554e-54,"Downregulated"
"FANCI",1.89272214364509,1.89608390174045e-54,"Upregulated"
"NPR1",-2.6250855529088,1.93981316968237e-54,"Downregulated"
"DBNDD1",1.96768179217594,1.96904932853494e-54,"Upregulated"
"DARS-AS1",1.9534357756794,1.96904932853494e-54,"Upregulated"
"TGFBR2",-1.66568951093774,2.06075703098837e-54,"Downregulated"
"P3H4",2.06294565394155,2.16745067579668e-54,"Upregulated"
"AC025580.1",4.09833499114843,2.28164207347506e-54,"Upregulated"
"COX7A1",-1.93933467395738,2.34897496006761e-54,"Downregulated"
"ARHGEF16",1.75924468875721,2.47035224757939e-54,"Upregulated"
"SLCO5A1",3.2382617461508,2.93607818493928e-54,"Upregulated"
"CP",3.4947561695977,2.97871119646515e-54,"Upregulated"
"IGHG4",4.10077880725942,2.99558827234197e-54,"Upregulated"
"PEAR1",-2.02057798768722,4.50525007875311e-54,"Downregulated"
"AC112777.1",3.29586611946414,5.11673136048199e-54,"Upregulated"
"EPCAM",1.60198300974349,5.21058832371197e-54,"Upregulated"
"BARX2",3.87037232777926,6.16934797955391e-54,"Upregulated"
"PLPP4",4.07365552331063,6.66755174896107e-54,"Upregulated"
"MARCKSL1",1.89724489047504,6.78992705197349e-54,"Upregulated"
"E2F3",1.35026461543432,7.81539663987774e-54,"Upregulated"
"CHRNA5",3.63344615178873,9.27539430108324e-54,"Upregulated"
"ADAMTS8",-3.5276312583543,1.18218465853982e-53,"Downregulated"
"LINC00551",-2.65458118762473,1.20511597623579e-53,"Downregulated"
"NKX1-2",7.66430187823321,1.26852192523187e-53,"Upregulated"
"ADAM12",3.09794990179725,1.30040041851669e-53,"Upregulated"
"ARHGAP40",3.66339090025623,1.31273425082825e-53,"Upregulated"
"S100P",5.03336365432544,1.65138807652458e-53,"Upregulated"
"PTGES",2.96308527417392,1.656363637033e-53,"Upregulated"
"MIR22HG",-1.59361852917973,1.80802514373674e-53,"Downregulated"
"BLACAT1",2.85302796465568,1.98662048081343e-53,"Upregulated"
"GINS4",2.4116022842158,2.65373234501865e-53,"Upregulated"
"IL37",6.22084820744968,2.71003031538236e-53,"Upregulated"
"DUSP13",6.10059836841394,3.06992641103681e-53,"Upregulated"
"AC100861.1",1.61511312799834,3.21427100909366e-53,"Upregulated"
"KIF1C",-1.32790912892648,3.39743708454558e-53,"Downregulated"
"CENPK",2.24466990279945,3.61436982351681e-53,"Upregulated"
"GGCT",1.69530217899243,4.00965421097265e-53,"Upregulated"
"C11orf80",1.42027816637542,4.47555125661276e-53,"Upregulated"
"RAD51",2.19288086256826,5.35863261193783e-53,"Upregulated"
"CPS1",6.61371187160478,6.12649172437078e-53,"Upregulated"
"BNIP5",5.50630595692146,6.41033239631762e-53,"Upregulated"
"DPP6",-3.26059319272581,7.62588659791214e-53,"Downregulated"
"OVCH1",-3.87894952974196,9.71609475557698e-53,"Downregulated"
"SPARCL1",-1.97133537010413,1.04572388825636e-52,"Downregulated"
"GYPC",-1.75673587271911,1.05453265502636e-52,"Downregulated"
"MUC3A",4.71951340971001,1.19682083245434e-52,"Upregulated"
"CMTM5",-2.96808816606745,1.43245711108001e-52,"Downregulated"
"INAVA",2.19071744938595,1.47293873403117e-52,"Upregulated"
"DONSON",1.44736552183018,1.54794340052289e-52,"Upregulated"
"FLAD1",1.39333681833193,1.67392218453424e-52,"Upregulated"
"HAVCR1",5.25106784247327,1.73414113944848e-52,"Upregulated"
"NARF",1.2562571916949,1.79162584024053e-52,"Upregulated"
"CLEC4M",-4.50318465652608,1.8564252547299e-52,"Downregulated"
"SPDEF",3.2519694740182,2.01019933292067e-52,"Upregulated"
"KIF17",-2.00706641836522,2.16036432438914e-52,"Downregulated"
"FANCD2",1.54120531356556,2.22213460745928e-52,"Upregulated"
"DNASE1L3",-3.49914938793845,2.24310534272302e-52,"Downregulated"
"LINC01614",3.68707447020746,2.28597050947484e-52,"Upregulated"
"CCDC85A",-2.76436957855468,2.31926599171264e-52,"Downregulated"
"DPEP2",-2.17708424334815,2.33079899984742e-52,"Downregulated"
"GALNT7",1.73997865810976,2.36273845051171e-52,"Upregulated"
"TCF21",-3.1038409871455,2.58693849623831e-52,"Downregulated"
"ADAMTS1",-2.35160677835056,2.99210273667191e-52,"Downregulated"
"TRIP13",2.64097546930892,3.43900695115966e-52,"Upregulated"
"VPS9D1-AS1",2.77740958141322,3.63510724572882e-52,"Upregulated"
"ARC",-3.44751955475158,3.7020823899911e-52,"Downregulated"
"SCAT8",3.95534598220109,3.70818326408293e-52,"Upregulated"
"MUC13",5.93415322644507,3.94381052882916e-52,"Upregulated"
"FLI1",-1.68136682165594,4.20396132851874e-52,"Downregulated"
"INHA",5.85967463781976,4.35606982945811e-52,"Upregulated"
"ADCY4",-1.76706321044656,4.56321483166678e-52,"Downregulated"
"SPC25",2.35559940982721,4.61324419785624e-52,"Upregulated"
"ALG1L",3.2288184285816,5.13544840946413e-52,"Upregulated"
"COL17A1",4.63644345208868,5.3178065100089e-52,"Upregulated"
"SLC25A25",-1.66467954913509,5.85837056445957e-52,"Downregulated"
"C5orf34",2.04868619078386,6.37750330984428e-52,"Upregulated"
"TOM1L2",-1.38107463309749,6.60949493104895e-52,"Downregulated"
"IL36RN",6.28440753566946,7.49959869412639e-52,"Upregulated"
"KRT16",5.18581470514587,7.70661687659617e-52,"Upregulated"
"IGF2BP1",6.58952181083773,9.86784778908849e-52,"Upregulated"
"Z95114.3",-2.20018793484019,1.09088141376883e-51,"Downregulated"
"COX4I2",-2.29072126499579,1.26366078751231e-51,"Downregulated"
"SPP2",6.82494858732226,1.39058186373367e-51,"Upregulated"
"FGR",-2.10833043671673,1.39704438269376e-51,"Downregulated"
"CLDN5",-2.71698104362613,1.59330979826076e-51,"Downregulated"
"CDC25A",2.33978948862961,1.7410220220001e-51,"Upregulated"
"SYNJ2",1.53813112159225,1.82034800399608e-51,"Upregulated"
"ATIC",1.20832777951628,1.88969422921185e-51,"Upregulated"
"CEACAM5",4.75656647453095,2.46621714879498e-51,"Upregulated"
"PCDH12",-1.7122383933715,2.57589966587202e-51,"Downregulated"
"AFAP1L1",-1.68895603091916,2.60639174184126e-51,"Downregulated"
"FXYD6",-1.8679416856056,4.15614206856035e-51,"Downregulated"
"XYLB",1.61622228678055,5.0955664418454e-51,"Upregulated"
"PLK4",2.03901376840182,5.94794957109163e-51,"Upregulated"
"TRAP1",1.16296262003993,7.00290916780905e-51,"Upregulated"
"TMEM88",-2.15429514634003,7.90236036895699e-51,"Downregulated"
"TIMELESS",1.70419586022151,9.60663501271422e-51,"Upregulated"
"KIAA0040",-1.27008053993951,1.06855537353134e-50,"Downregulated"
"XPR1",1.89528509595641,1.07481441441259e-50,"Upregulated"
"NETO1",4.84720569174965,1.1295683562216e-50,"Upregulated"
"CDO1",-2.6987435909173,1.13467756266523e-50,"Downregulated"
"F12",2.75133421008687,1.21571776440197e-50,"Upregulated"
"KPNA2",1.94188692321423,1.40666443531786e-50,"Upregulated"
"MIR924HG",3.93941412531379,1.42696417563223e-50,"Upregulated"
"RILPL2",-1.3174152682376,1.69716193147749e-50,"Downregulated"
"SAMD10",1.72454949351933,1.86283215955191e-50,"Upregulated"
"TSPAN18",-2.02464926778193,1.92625144048153e-50,"Downregulated"
"DNAH14",2.1113210582164,2.03238991185402e-50,"Upregulated"
"HOXB9",6.63240189908327,2.04902684030166e-50,"Upregulated"
"TUBB1",-2.65020415465467,2.15532267010159e-50,"Downregulated"
"SELP",-2.33301310958821,2.25043523059403e-50,"Downregulated"
"LINC01426",2.56177754742779,2.40615273582684e-50,"Upregulated"
"ANKRD1",-4.44699525855119,2.51707663221781e-50,"Downregulated"
"FOXI3",6.84075338086964,2.66933448947913e-50,"Upregulated"
"AC007128.1",5.99979602415371,2.799326990824e-50,"Upregulated"
"LMNB1",1.86446717208131,3.24037024857696e-50,"Upregulated"
"SYNPO",-1.74239059209281,3.27119816533057e-50,"Downregulated"
"BAIAP2L2",3.68340931735939,3.37770458347762e-50,"Upregulated"
"FERMT2",-1.41284150690408,3.4531283322417e-50,"Downregulated"
"ITLN1",-4.7892491352358,3.4531283322417e-50,"Downregulated"
"IL1RAPL2",6.08472122929342,3.48865296897901e-50,"Upregulated"
"FAM162B",-2.30000937622523,3.54930530414422e-50,"Downregulated"
"AC018647.1",-2.44432394080986,3.88902348239944e-50,"Downregulated"
"ANKRD22",2.78863630141585,3.89505811676301e-50,"Upregulated"
"SERINC2",2.02852231464106,3.96226760353155e-50,"Upregulated"
"SLC50A1",1.75192659679856,4.33250868398872e-50,"Upregulated"
"FREM3",-4.24087845144877,5.00487196232527e-50,"Downregulated"
"LINC01572",3.13985984083472,5.07304049779024e-50,"Upregulated"
"INPP5K",-1.11349511394238,5.7699927302361e-50,"Downregulated"
"CASP12",-2.50790265495588,5.89891346126461e-50,"Downregulated"
"AC027228.2",3.88305099885097,5.96398517644805e-50,"Upregulated"
"TNFSF11",4.07703037097036,6.12443086432005e-50,"Upregulated"
"EMC3-AS1",2.0390114570169,6.67669317777026e-50,"Upregulated"
"KLF13",-1.39138521717244,6.84238068109597e-50,"Downregulated"
"SLC4A1",-3.4125221217103,7.3985536318469e-50,"Downregulated"
"WNT3",2.05870372796578,7.74329195769426e-50,"Upregulated"
"CBX7",-1.64957080904992,9.74616473800786e-50,"Downregulated"
"MMP12",3.98892625937206,1.16799891024103e-49,"Upregulated"
"AGTPBP1",-1.20776831456662,1.29486391620192e-49,"Downregulated"
"LAMP3",-2.78810831650125,1.41974404356785e-49,"Downregulated"
"DIPK2B",-1.77839841330841,1.52574721407187e-49,"Downregulated"
"LBX2",2.11592383221038,1.53197501196775e-49,"Upregulated"
"HMGA2",5.7569055844882,1.69808172650721e-49,"Upregulated"
"TNR",-3.83242368886558,2.15533579268562e-49,"Downregulated"
"SFXN4",1.3749312184472,2.26712677670368e-49,"Upregulated"
"EEF1AKMT4",2.09128596786059,2.40658614234886e-49,"Upregulated"
"GAD1",3.79440195288913,2.7684503213929e-49,"Upregulated"
"CSTF2",1.04302737048561,2.79169762481689e-49,"Upregulated"
"ITM2A",-2.04402346308836,2.82259075633101e-49,"Downregulated"
"SNX22",-2.25361738968522,2.92713541293821e-49,"Downregulated"
"ASPA",-2.62252322665473,3.10372417081357e-49,"Downregulated"
"PALMD",-2.04964913352149,3.23444330719756e-49,"Downregulated"
"AL121949.2",6.15182769402109,4.01591856576056e-49,"Upregulated"
"CAV2",-2.35716329203851,4.24720365468378e-49,"Downregulated"
"PROC",3.90189365781619,4.33364399294162e-49,"Upregulated"
"PCP4",5.22315564405969,4.99167354364478e-49,"Upregulated"
"ADGRE3",-2.85503771706767,5.00089971646931e-49,"Downregulated"
"PGM2L1",1.88262438888421,5.09339219151563e-49,"Upregulated"
"SCN8A",2.96768716500638,5.28389142936269e-49,"Upregulated"
"TBX3",-2.11382316249922,6.59971955049406e-49,"Downregulated"
"MS4A7",-2.11257521565009,6.74280868891962e-49,"Downregulated"
"LINC02159",4.2969357959592,6.90364127552724e-49,"Upregulated"
"CDH17",5.28868021900472,7.24937523877987e-49,"Upregulated"
"KCNMB2-AS1",4.8916904932589,7.35100655325861e-49,"Upregulated"
"LINC01833",6.90411407967813,9.26339897994762e-49,"Upregulated"
"SSTR4",-4.01910140842603,9.44710780051405e-49,"Downregulated"
"RAD54B",1.92883191226979,1.08583833407211e-48,"Upregulated"
"AC026369.3",-3.33756987540207,1.2566759947229e-48,"Downregulated"
"RASGRP4",-1.94613673657824,1.33509646108517e-48,"Downregulated"
"RALGPS2",1.65794241925398,1.35972166890118e-48,"Upregulated"
"KRTAP4-1",7.28233642342838,1.40742715939536e-48,"Upregulated"
"FIGNL1",1.57712009288522,1.40818006697424e-48,"Upregulated"
"SEMA5A",-2.51219362783535,1.69120738864912e-48,"Downregulated"
